108P (j=3/2),454.2375072,659.9905407
107D (j=5/2),454.2358606,659.9929332
107D (j=3/2),454.2358558,659.9929402
109S (j=1/2),454.2355271,659.9934178
109P (j=1/2),454.2338018,659.9959245
109P (j=3/2),454.2337886,659.9959438
108D (j=5/2),454.2321870,659.9982709
108D (j=3/2),454.2321822,659.9982779
110S (j=1/2),454.2318634,659.9987411
110P (j=1/2),454.2301855,660.0011791
110P (j=3/2),454.2301726,660.0011978
109D (j=5/2),454.2286143,660.0034621
109D (j=3/2),454.2286095,660.0034690
111S (j=1/2),454.2283003,660.0039183
111P (j=1/2),454.2266680,660.0062900
111P (j=3/2),454.2266554,660.0063083
110D (j=5/2),454.2251389,660.0085119
110D (j=3/2),454.2251341,660.0085188
112S (j=1/2),454.2248341,660.0089548
112P (j=1/2),454.2232459,660.0112625
112P (j=3/2),454.2232336,660.0112805
111D (j=5/2),454.2217573,660.0134255
111D (j=3/2),454.2217526,660.0134325
113S (j=1/2),454.2214614,660.0138555
113P (j=1/2),454.2199156,660.0161016
113P (j=3/2),454.2199036,660.0161192
112D (j=5/2),454.2184662,660.0182078
112D (j=3/2),454.2184614,660.0182147
114S (j=1/2),454.2181789,660.0186253
114P (j=1/2),454.2166740,660.0208120
114P (j=3/2),454.2166622,660.0208292
113D (j=5/2),454.2152622,660.0228634
113D (j=3/2),454.2152575,660.0228703
115S (j=1/2),454.2149832,660.0232689
115P (j=1/2),454.2135179,660.0253982
115P (j=3/2),454.2135063,660.0254150
114D (j=5/2),454.2121425,660.0273967
114D (j=3/2),454.2121378,660.0274036
116S (j=1/2),454.2118715,660.0277906
116P (j=1/2),454.2104442,660.0298646
116P (j=3/2),454.2104330,660.0298810
115D (j=5/2),454.2091041,660.0318120
115D (j=3/2),454.2090994,660.0318188
117S (j=1/2),454.2088408,660.0321946
117P (j=1/2),454.2074503,660.0342152
117P (j=3/2),454.2074393,660.0342313
116D (j=5/2),454.2061441,660.0361133
116D (j=3/2),454.2061394,660.0361201
118S (j=1/2),454.2058882,660.0364851
118P (j=1/2),454.2045333,660.0384540
118P (j=3/2),454.2045225,660.0384698
117D (j=5/2),454.2032599,660.0403046
117D (j=3/2),454.2032552,660.0403113
119S (j=1/2),454.2030112,660.0406659
119P (j=1/2),454.2016907,660.0425849
119P (j=3/2),454.2016801,660.0426004
118D (j=5/2),454.2004489,660.0443895
118D (j=3/2),454.2004443,660.0443962
120S (j=1/2),454.2002072,660.0447407
120P (j=1/2),454.1989198,660.0466115
120P (j=3/2),454.1989095,660.0466266
119D (j=5/2),454.1977087,660.0483716
119D (j=3/2),454.1977041,660.0483783
121S (j=1/2),454.1974737,660.0487130
121P (j=1/2),454.1962184,660.0505373
121P (j=3/2),454.1962083,660.0505521
120D (j=5/2),454.1950369,660.0522543
120D (j=3/2),454.1950323,660.0522610
122S (j=1/2),454.1948084,660.0525863
122P (j=1/2),454.1935842,660.0543655
